budget,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection,genre,production_company,production_country,language,release_year,return,collection_id,genre_id,company_id
2500000,37347,en,5.499979,1948-03-26,3000000.0,125.0,Fort Apache,6.8,68.0,,Western,RKO Radio Pictures,United States of America,"English, Español",1948,1.2,,37,6
2300000,3766,en,8.694857,1947-12-24,0.0,87.0,The Lady from Shanghai,7.2,108.0,,"Crime, Drama, Mystery","Columbia Pictures Corporation, Mercury Productions",United States of America,"广州话 / 廣州話, English",1947,0.0,,"80, 18, 9648","441, 11447"
0,946,en,2.955531,1948-04-28,0.0,87.0,Letter from an Unknown Woman,8.1,58.0,,Drama,"Universal Pictures, Rampart Productions",United States of America,English,1948,0.0,,18,"33, 605"
258,70447,en,0.901723,1948-09-28,0.0,78.0,Louisiana Story,6.5,10.0,,Drama,,,,1948,0.0,,18,
0,20482,en,3.826672,1948-03-04,0.0,96.0,The Naked City,7.2,67.0,,"Crime, Drama, Mystery, Thriller","Universal Pictures, Universal International Pictures (UI)",United States of America,English,1948,0.0,,"80, 18, 9648, 53","33, 10330"
3700000,35032,en,1.830178,1948-06-11,2956000.0,102.0,The Pirate,6.6,17.0,,"Music, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,English,1948,0.798918918918919,,"10402, 10749",8411
0,44190,en,1.760634,1948-08-06,0.0,95.0,They Live by Night,6.5,25.0,,"Drama, Crime",RKO Radio Pictures,United States of America,English,1948,0.0,,"18, 80",6
0,41609,en,8.95072,1948-10-10,0.0,125.0,The Three Musketeers,6.2,21.0,,"Romance, Action, Adventure, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,English,1948,0.0,,"10749, 28, 12, 18","1460, 8411"
0,33115,en,3.473029,1948-12-10,0.0,105.0,Unfaithfully Yours,7.8,22.0,,"Comedy, Romance",Twentieth Century Fox Film Corporation,United States of America,English,1948,0.0,,"35, 10749",306
0,20638,en,2.874471,1948-12-24,0.0,98.0,Yellow Sky,6.7,22.0,,"Crime, Western",Twentieth Century Fox Film Corporation,United States of America,English,1948,0.0,,"80, 37",306
0,29885,en,1.537138,1949-01-01,0.0,109.0,The Barkleys of Broadway,7.4,11.0,,"Comedy, Music, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,"English, Français",1949,0.0,,"35, 10402, 10749",8411
3400000,25698,en,0.741227,1949-07-29,0.0,102.0,In the Good Old Summertime,6.7,10.0,,"Comedy, Music, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,English,1949,0.0,,"35, 10402, 10749",8411
0,45578,en,1.538302,1949-01-20,0.0,103.0,A Letter to Three Wives,6.8,26.0,,"Drama, Romance",Twentieth Century Fox Film Corporation,United States of America,English,1949,0.0,,"18, 10749",306
0,4558,fr,5.017839,1950-09-29,0.0,95.0,Orpheus,8.0,46.0,The Orphic Trilogy,"Drama, Fantasy, Romance","Films du Palais Royal, Andre Paulve Film",France,Français,1950,0.0,84923,"18, 14, 10749","33449, 47820"
0,43439,en,0.273022,1949-04-30,0.0,92.0,The Secret Garden,6.7,3.0,,"Drama, Family",Metro-Goldwyn-Mayer (MGM),United States of America,English,1949,0.0,,"18, 10751","1460, 8411"
700000,61828,en,0.694835,1949-11-12,0.0,93.0,The Story of Seabiscuit,4.5,3.0,,"Drama, Family, Romance",Warner Bros.,United States of America,English,1949,0.0,,"18, 10751, 10749",6194
3768785,25209,en,2.090588,1950-05-17,8000000.0,107.0,Annie Get Your Gun,7.3,22.0,,"Action, Comedy, Music, Romance, Western",Metro-Goldwyn-Mayer (MGM),United States of America,English,1950,2.122700021359669,,"28, 35, 10402, 10749, 37",8411
0,15390,fr,1.466519,1950-03-29,0.0,105.0,Les Enfants Terribles,6.7,19.0,,Drama,Melville Productions,France,"English, Français",1950,0.0,,18,3077
0,17409,en,3.225024,1950-06-23,0.0,85.0,The Gunfighter,6.7,30.0,,Western,Twentieth Century Fox Film Corporation,United States of America,English,1950,0.0,,37,306
0,43388,en,1.684532,1950-11-09,0.0,103.0,King Solomon's Mines,6.3,23.0,Allan Quatermain (1950 series),"Action, Adventure, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,English,1950,0.0,135508,"28, 12, 10749",8411
0,800,es,3.563355,1950-11-09,0.0,85.0,Los Olvidados,7.9,70.0,,"Crime, Drama",Ultramar Films,Mexico,Español,1950,0.0,,"80, 18",511
0,32690,ja,1.215475,1950-04-30,0.0,104.0,Scandal,6.6,19.0,,Drama,"Shochiku Company, Shôchiku Eiga",Japan,日本語,1950,0.0,,18,"4641, 5070"
0,43390,en,3.949985,1950-08-31,0.0,108.0,Summer Stock,6.5,14.0,,"Music, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,English,1950,0.0,,"10402, 10749",8411
0,41464,it,1.149131,1952-08-28,0.0,113.0,Europe '51,7.1,17.0,,Drama,Ponti-De Laurentiis Cinematografica,Italy,"English, Italiano",1952,0.0,,18,217
0,43961,en,0.746151,1952-05-01,0.0,92.0,Carbine Williams,6.6,8.0,,"Crime, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,English,1952,0.0,,"80, 18",8411
0,43358,en,3.415808,1952-07-17,0.0,118.0,Carrie,5.3,8.0,,"Drama, Romance",Paramount Pictures,United States of America,English,1952,0.0,,"18, 10749",4
0,24003,en,1.019696,1952-06-16,0.0,105.0,Clash by Night,6.8,18.0,,Drama,"RKO Radio Pictures, Wald/Krasna Productions",United States of America,English,1952,0.0,,18,"6, 10852"
0,28431,en,1.154559,1952-11-14,0.0,96.0,The Prisoner of Zenda,6.9,10.0,,Adventure,Metro-Goldwyn-Mayer (MGM),United States of America,English,1952,0.0,,12,8411
0,43364,ja,3.586218,1952-01-01,0.0,136.0,The Life of Oharu,8.4,38.0,,Drama,"Shintoho Film Distribution Committee, Koi Productions",Japan,日本語,1952,0.0,,18,"9303, 21195"
0,30801,en,4.423289,1952-07-14,0.0,95.0,Son of Paleface,6.2,13.0,The Paleface Collection,"Comedy, Romance, Western",Paramount Pictures,United States of America,English,1952,0.0,456980,"35, 10749, 37",4
0,3023,en,4.004759,1953-08-01,0.0,76.0,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,6.7,23.0,,"Comedy, Horror, Science Fiction",Universal International Pictures (UI),United States of America,English,1953,0.0,,"35, 27, 878",10330
0,43348,en,2.237684,1953-10-30,0.0,83.0,Gun Fury,5.5,11.0,,"Crime, Action, Adventure, Western",Columbia Pictures Corporation,United States of America,"English, Español",1953,0.0,,"80, 28, 12, 37",441
0,43349,ja,1.865846,1953-10-30,0.0,86.0,Gate of Hell,6.6,17.0,,"History, Drama, Romance",Daiei Studios,Japan,日本語,1953,0.0,,"36, 18, 10749",881
0,99898,en,0.261366,1953-04-01,0.0,105.0,Man on a Tightrope,5.3,6.0,,"Thriller, Drama",Twentieth Century Fox Film Corporation,United States of America,English,1953,0.0,,"53, 18",306
0,24381,en,2.069436,1953-03-04,0.0,84.0,The Titfield Thunderbolt,7.3,18.0,,Comedy,Michael Balcon Productions,United Kingdom,English,1953,0.0,,35,5110
0,11402,en,1.176414,1954-09-28,0.0,91.0,The Belles of St. Trinian's,6.4,17.0,,Comedy,,United Kingdom,English,1954,0.0,12077,35,
0,35861,ja,1.244892,1954-11-23,0.0,102.0,The Crucified Lovers,7.6,22.0,,"Drama, Romance",Daiei Studios,Japan,日本語,1954,0.0,,"18, 10749",881
0,45213,fr,0.764523,1954-12-27,0.0,102.0,French Cancan,6.4,12.0,,"Romance, Comedy, Drama","Franco London Films, Jolly Film","Italy, France","Français, Italiano",1954,0.0,,"10749, 35, 18","1477, 10481"
0,20127,en,3.883222,1954-01-18,0.0,86.0,It Should Happen to You,7.7,7.0,,"Comedy, Drama, Romance",Columbia Pictures Corporation,United States of America,English,1954,0.0,,"35, 18, 10749",441
0,24518,en,1.36565,1954-02-18,0.0,96.0,"The Long, Long Trailer",7.3,9.0,,"Comedy, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,"English, Español",1954,0.0,,"35, 10749",8411
0,13457,en,5.133906,1954-08-07,0.0,108.0,Magnificent Obsession,6.9,27.0,,"Drama, Romance",Universal International Pictures (UI),United States of America,"English, Deutsch",1954,0.0,,"18, 10749",10330
0,23620,en,0.979701,1954-03-14,0.0,94.0,Salt of the Earth,7.3,17.0,,"History, Drama","Intl Union of Mine, Mill & Smelter Workers, Independent Production Company (IPC)",United States of America,"Español, English",1954,0.0,,"36, 18","77138, 77139"
0,31372,ja,3.28276,1954-09-26,0.0,93.0,Samurai I: Musashi Miyamoto,7.4,36.0,Samurai Collection,"Drama, Action, Adventure",Toho Company,Japan,日本語,1954,0.0,102452,"18, 28, 12",882
5019770,3111,en,7.051183,1954-09-29,0.0,181.0,A Star Is Born,7.1,56.0,,"Drama, Music, Romance","Transcona Enterprises, Warner Bros.",United States of America,English,1954,0.0,,"18, 10402, 10749","1321, 6194"
0,41503,en,1.201898,1954-05-01,0.0,102.0,Three Coins in the Fountain,6.2,13.0,,Drama,Twentieth Century Fox Film Corporation,United States of America,"English, Italiano",1954,0.0,,18,306
0,28696,en,12.054691,1953-12-30,0.0,79.0,The Wild One,6.9,59.0,,Drama,Stanley Kramer Productions,United States of America,English,1953,0.0,,18,893
0,94123,en,2.787176,1955-06-07,0.0,134.0,The Cobweb,4.3,6.0,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English,1955,0.0,,18,8411
0,17640,en,1.1856,1955-02-09,0.0,102.0,It's Always Fair Weather,8.7,6.0,,"Music, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,"Italiano, English",1955,0.0,,"10402, 10749",8411
0,44026,en,4.358523,1955-03-01,0.0,93.0,Mr. Arkadin,6.8,28.0,,"Crime, Mystery, Drama, Thriller","Bavaria Film, Mercury Productions, Sevilla Films, Filmorsa, Cervantes Films","France, Spain, Switzerland",English,1955,0.0,,"80, 9648, 18, 53","1704, 11447, 53220, 53221, 53222"
0,803,fr,11.144661,1955-01-01,0.0,32.0,Night and Fog,8.3,97.0,,"History, Documentary, War","Cocinor, Cosmo-Films",France,Français,1955,0.0,,"36, 99, 10752","512, 513"
0,31374,ja,2.235644,1955-07-12,0.0,103.0,Samurai II: Duel at Ichijoji Temple,7.3,23.0,Samurai Collection,"Drama, Action, Adventure",Toho Company,Japan,日本語,1955,0.0,102452,"18, 28, 12",882
0,25893,en,1.557872,1955-09-30,0.0,93.0,The Seven Little Foys,6.3,3.0,,"Comedy, Drama, Family","Paramount Pictures, Hope Enterprises",United States of America,English,1955,0.0,,"35, 18, 10751","4, 14069"
0,36439,fi,1.012983,1955-12-23,0.0,181.0,The Unknown Soldier,7.8,19.0,,"Drama, War",Suomen Filmiteollisuus,Finland,suomi,1955,0.0,,"18, 10752",12982
0,46007,en,0.228249,1956-04-27,0.0,106.0,Anything Goes,7.5,4.0,,"Comedy, Music",,United States of America,English,1956,0.0,,"35, 10402",
0,33319,ja,2.026764,1956-01-21,0.0,116.0,The Burmese Harp,7.7,29.0,,"Drama, Music, War",Nikkatsu,Japan,"English, 日本語",1956,0.0,,"18, 10402, 10752",955
0,28100,en,3.203634,1956-02-16,0.0,128.0,Carousel,5.5,23.0,,Music,Twentieth Century Fox Film Corporation,United States of America,"Italiano, English",1956,0.0,,10402,306
0,31378,ja,2.62459,1956-01-03,0.0,105.0,Samurai III: Duel at Ganryu Island,7.4,24.0,Samurai Collection,"Action, Adventure, Drama, Romance, History",Toho Company,Japan,日本語,1956,0.0,102452,"28, 12, 18, 10749, 36",882
0,19742,ja,1.624159,1956-12-26,0.0,82.0,Rodan,5.7,22.0,,"Horror, Science Fiction",Toho Company,Japan,"日本語, 普通话, ",1956,0.0,,"27, 878",882
0,44134,en,0.774232,1957-12-17,0.0,87.0,Barnacle Bill,5.3,4.0,,Comedy,Ealing Studios,United Kingdom,English,1957,0.0,,35,2650
0,22334,en,1.357415,1958-01-21,0.0,87.0,Chase a Crooked Shadow,7.1,7.0,,"Mystery, Drama",Associated Dragon,United Kingdom,English,1958,0.0,,"9648, 18",4076
0,29347,en,1.060049,1958-07-03,0.0,74.0,Fiend Without a Face,5.9,19.0,,"Horror, Science Fiction","Amalgamated Productions, Producers Associates",United Kingdom,English,1958,0.0,,"27, 878","5077, 14049"
0,15697,en,5.684927,1957-11-08,0.0,96.0,Jailhouse Rock,5.8,30.0,,"Drama, Music","Metro-Goldwyn-Mayer (MGM), Avon Productions (II)",United States of America,English,1957,0.0,,"18, 10402","8411, 13999"
0,43234,en,2.108187,1957-10-01,0.0,122.0,Man of a Thousand Faces,6.2,6.0,,Drama,Universal International Pictures (UI),United States of America,English,1957,0.0,,18,10330
0,18776,en,3.455477,1957-04-19,0.0,135.0,The Spirit of St. Louis,6.4,36.0,,"Action, Drama, History",Warner Bros.,United States of America,English,1957,0.0,,"28, 18, 36",6194
70000,29071,en,1.116166,1957-03-01,0.0,71.0,The Undead,4.4,7.0,,"Fantasy, Horror",Roger Corman Productions,United States of America,English,1957,0.0,,"14, 27",14047
0,54541,en,2.647351,1957-11-13,0.0,81.0,Zero Hour!,6.7,12.0,,"Drama, Thriller","Carmel Productions, Bartlett-Champion Productions, Delta Enterprises Inc",United States of America,English,1957,0.0,,"18, 53","5695, 18651, 18653"
0,44559,en,4.681055,1958-02-18,0.0,119.0,Carve Her Name with Pride,5.4,9.0,,"Drama, War",Angel Productions,United Kingdom,"English, Français, Deutsch",1958,0.0,,"18, 10752",4079
146000,30637,en,1.54225,1958-12-01,0.0,86.0,Corridors of Blood,6.3,9.0,,"Drama, Horror, Thriller, Crime","Amalgamated Productions, Producers Associates",United Kingdom,English,1958,0.0,,"18, 27, 53, 80","5077, 14049"
0,76754,ja,1.178603,1958-06-22,0.0,95.0,Giants and Toys,5.8,6.0,,Comedy,Daiei Studios,Japan,日本語,1958,0.0,,35,881
0,56156,en,0.660349,1958-10-24,0.0,121.0,The Last Hurrah,7.5,9.0,,Drama,Columbia Pictures,United States of America,English,1958,0.0,,18,5
0,43119,en,1.493682,1958-05-01,0.0,80.0,Machine-Gun Kelly,6.6,8.0,,"Crime, Action, History","American International Pictures (AIP), El Monte Productions",United States of America,English,1958,0.0,,"80, 28, 36","9266, 38536"
0,43137,en,2.092184,1958-04-01,0.0,120.0,Teacher's Pet,6.5,26.0,,"Comedy, Romance",Perlsea Company,United States of America,English,1958,0.0,,"35, 10749",5015
0,69977,en,0.698957,1958-10-24,0.0,98.0,Torpedo Run,5.8,4.0,,"War, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,English,1958,0.0,,"10752, 18",8411
5000000,42661,en,3.684396,1958-06-28,0.0,111.0,The Vikings,6.7,53.0,,"Action, Adventure, Drama, History, Romance","Bavaria Film, Curtleigh Productions, Brynaprod S.A.",United States of America,English,1958,0.0,,"28, 12, 18, 36, 10749","1704, 14908, 14916"
0,43051,en,2.761631,1959-01-01,0.0,104.0,Al Capone,6.9,7.0,,"Action, Adventure, Crime, Drama",Allied Artists Pictures,United States of America,English,1959,0.0,,"28, 12, 80, 18",4928
0,43101,fr,0.551862,1959-11-11,0.0,91.0,Picnic on the Grass,6.1,6.0,,"Romance, Comedy",Compagnie Jean Renoir,France,Français,1959,0.0,,"10749, 35",1292
0,58997,en,1.060773,1959-05-15,0.0,67.0,Invisible Invaders,4.9,14.0,,"Horror, Science Fiction","United Artists, Robert E. Kent Productions",United States of America,English,1959,0.0,,"27, 878","60, 11735"
0,34528,ja,1.914775,1959-11-20,0.0,181.0,The Human Condition II: Road to Eternity,8.5,31.0,The Human Condition,"War, Drama, History",Shôchiku Eiga,Japan,"日本語, 普通话, Pусский",1959,0.0,85473,"10752, 18, 36",5070
0,31427,ja,3.464092,1959-11-03,0.0,108.0,Fires on the Plain,7.8,17.0,,"Drama, War",Daiei Motion Picture Company,Japan,日本語,1959,0.0,,"18, 10752",3214
0,58902,en,7.902787,1959-10-13,0.0,129.0,North West Frontier,7.1,12.0,,"Drama, Adventure",The Rank Organisation,"India, Spain, United Kingdom",English,1959,0.0,,"18, 12",364
3500000,27029,en,3.473993,1959-06-18,12800000.0,149.0,The Nun's Story,7.4,46.0,,Drama,Warner Bros.,United States of America,English,1959,3.657142857142857,,18,6194
0,690,fr,4.571519,1959-12-16,0.0,75.0,Pickpocket,7.3,89.0,,"Crime, Drama",Compagnie Cinématographique de France,France,Français,1959,0.0,,"80, 18",7933
0,46918,ja,1.774766,1959-11-17,0.0,119.0,Floating Weeds,7.7,33.0,,Drama,Daiei Studios,Japan,日本語,1959,0.0,,18,881
0,43111,en,1.162798,1959-05-30,0.0,136.0,The Young Philadelphians,7.1,8.0,,"Drama, Romance",Warner Bros.,United States of America,"English, Deutsch",1959,0.0,,"18, 10749",6194
0,52745,en,0.600283,1960-05-01,0.0,77.0,The Leech Woman,4.8,8.0,,"Horror, Science Fiction",Universal International Pictures (UI),United States of America,English,1960,0.0,,"27, 878",10330
0,36872,ja,1.421128,1960-01-15,0.0,111.0,When a Woman Ascends the Stairs,8.1,20.0,,Drama,Toho Company,Japan,日本語,1960,0.0,,18,882
0,43047,en,0.763723,1960-12-08,0.0,133.0,The Sundowners,6.8,12.0,,"Drama, Adventure",Warner Bros.,United Kingdom,English,1960,0.0,,"18, 12",6194
0,72354,en,0.142145,1960-09-28,0.0,144.0,Sunrise at Campobello,6.3,2.0,,"Drama, History",Dore Schary Productions,United States of America,English,1960,0.0,,"18, 36",12274
0,31589,ja,4.550823,1960-09-15,0.0,151.0,The Bad Sleep Well,7.7,57.0,,"Crime, Drama, Thriller","Toho Company, Kurosawa Production Co.",Japan,日本語,1960,0.0,,"80, 18, 53","882, 2680"
0,52841,en,1.261728,1961-11-01,0.0,109.0,Bachelor in Paradise,7.2,3.0,,"Comedy, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,English,1961,0.0,,"35, 10749",8411
0,18449,en,1.939164,1961-06-06,0.0,93.0,The Deadly Companions,4.8,14.0,,"Action, Adventure, Western","Carousel Productions (II), Pathé-America Distributing Company",United States of America,English,1961,0.0,,"28, 12, 37","7312, 12201"
0,50474,en,0.7701,1962-02-07,0.0,153.0,The Four Horsemen of the Apocalypse,5.8,4.0,,Drama,Metro-Goldwyn-Mayer (MGM),"United States of America, Mexico",English,1962,0.0,,18,8411
0,79827,en,1.44562,1962-05-14,0.0,84.0,The Intruder,6.4,15.0,,Drama,Roger Corman Productions,United States of America,English,1962,0.0,,18,14047
0,750,en,7.261845,1961-01-01,0.0,87.0,Murder She Said,7.0,31.0,,"Drama, Crime, Mystery, Comedy",Metro-Goldwyn-Mayer (MGM),United Kingdom,English,1961,0.0,,"18, 80, 9648, 35",8411
0,34530,ja,2.327284,1961-01-28,0.0,191.0,The Human Condition III: A Soldier's Prayer,8.4,28.0,The Human Condition,"War, Drama, History","Shôchiku Eiga, Ninjin Club",Japan,"日本語, 普通话, Pусский",1961,0.0,85473,"10752, 18, 36","5070, 7040"
0,33710,en,2.073112,1961-09-27,0.0,98.0,Paris Blues,5.1,10.0,,"Romance, Drama, Music","Pennebaker Productions, Monmouth, Diane Productions, Jason Films, Monica Corp.",United States of America,"English, Français",1961,0.0,,"10749, 18, 10402","10568, 32994, 32995, 32996, 32997"
0,64568,en,0.989954,1961-06-05,0.0,81.0,Taste of Fear,6.7,15.0,,"Horror, Mystery",Hammer Film Productions,United Kingdom,English,1961,0.0,,"27, 9648",1314
0,17185,en,2.610391,1962-06-06,0.0,139.0,Advise & Consent,7.5,27.0,,Drama,Otto Preminger Films,United States of America,English,1962,0.0,,18,3266
185000,109667,en,1.776281,1962-12-26,0.0,95.0,David and Lisa,6.7,12.0,,"Romance, Drama","Vision Associates Productions, Lisa and David Company",United States of America,English,1962,0.0,,"10749, 18","44751, 44752"
15000,31287,en,1.274228,1962-06-08,3274.0,90.0,Eegah,2.8,18.0,,Horror,Fairway International Pictures,United States of America,English,1962,0.21826666666666666,,27,12354
0,14537,ja,9.286966,1962-09-15,0.0,135.0,Harakiri,8.2,136.0,,"Action, Drama, History",Shôchiku Eiga,Japan,日本語,1962,0.0,,"28, 18, 36",5070
0,16103,en,4.503397,1962-09-20,0.0,104.0,The Loneliness of the Long Distance Runner,7.5,39.0,,Drama,"Woodfall Film Productions, British Lion-Columbia Distributors",United Kingdom,"English, Deutsch",1962,0.0,,18,"1980, 13867"
0,13671,en,3.391161,1962-06-19,8000000.0,151.0,The Music Man,6.7,47.0,,"Comedy, Music, Family",Warner Bros.,United States of America,English,1962,inf,,"35, 10402, 10751",6194
19000000,11085,en,5.857488,1962-11-08,13680000.0,178.0,Mutiny on the Bounty,6.5,68.0,,"Adventure, Drama, History","Metro-Goldwyn-Mayer (MGM), Arcola Pictures",United States of America,"English, Magyar",1962,0.72,,"12, 18, 36","8411, 14091"
0,53218,en,0.76162,1962-05-01,0.0,28.0,An Occurrence at Owl Creek Bridge,8.5,19.0,,Drama,,,,1962,0.0,,18,
800000,65048,it,0.829464,1962-01-01,0.0,124.0,The Four Days of Naples,7.5,4.0,,,,,,1962,0.0,,,
0,24188,it,4.577991,1962-12-04,0.0,105.0,Il Sorpasso,8.1,92.0,,"Drama, Comedy","Fair Film, Incei Film, Sancro Film",Italy,"Deutsch, Italiano, Latin",1962,0.0,,"18, 35","1399, 12473, 12989"
0,28367,en,1.903363,1962-08-07,0.0,135.0,The Wonderful World of the Brothers Grimm,5.8,5.0,,"Fantasy, Family","Bavaria Film, Metro-Goldwyn-Mayer (MGM), Cinerama Productions Corp.",United States of America,"Magyar, English",1962,0.0,,"14, 10751","1704, 8411, 11275"
0,21135,it,5.6567,1962-04-12,0.0,126.0,L'eclisse,7.7,68.0,Alienation Trilogy,"Romance, Drama","Paris Film, Cineriz, Interopa Film","Italy, France","English, Deutsch, Italiano",1962,0.0,441439,"10749, 18","7046, 9387, 21078"
0,52705,fr,2.008603,1963-05-31,0.0,85.0,Les Carabiniers,6.2,7.0,,"Comedy, Drama, War","Rome Paris Films, Cocinor, Les Films Marceau","Italy, France",Français,1963,0.0,,"35, 18, 10752","109, 512, 2260"
0,3010,en,1.642624,1963-12-12,0.0,175.0,The Cardinal,6.6,9.0,,"Drama, History, War",Otto Preminger Films,United States of America,"English, Deutsch, Latin",1963,0.0,,"18, 36, 10752",3266
0,31383,en,0.781819,1964-02-10,0.0,82.0,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,2.7,15.0,,Horror,"Morgan-Steckler Productions, Fairway International Pictures",United States of America,English,1964,0.0,,27,"8466, 12354"
0,39222,en,0.820649,1963-09-11,0.0,88.0,The Kiss of the Vampire,6.7,20.0,,Horror,"Hammer Film Productions, Universal International Pictures (UI)",United Kingdom,"English, Latin",1963,0.0,,27,"1314, 10330"
0,39495,en,3.028502,1963-12-25,0.0,102.0,Love with the Proper Stranger,6.2,17.0,,"Comedy, Drama, Romance","Paramount Pictures, Boardwalk Productions",United States of America,English,1963,0.0,,"35, 18, 10749","4, 5771"
0,15263,en,5.525,1963-11-13,0.0,127.0,McLintock!,6.2,54.0,,Western,"United Artists, Batjac Productions",United States of America,English,1963,0.0,,37,"60, 2532"
0,751,en,7.282583,1963-01-01,0.0,81.0,Murder at the Gallop,6.3,23.0,,"Drama, Thriller, Crime, Mystery, Comedy",Metro-Goldwyn-Mayer (MGM),United Kingdom,English,1963,0.0,,"18, 53, 80, 9648, 35",8411
0,42798,en,0.405717,1963-10-10,0.0,110.0,A New Kind of Love,6.5,2.0,,"Comedy, Romance",Paramount Pictures,United States of America,"English, Français",1963,0.0,,"35, 10749",4
0,4025,en,1.502123,1963-12-25,0.0,134.0,The Prize,6.4,17.0,,"Drama, Mystery, Crime",Roxbury Productions,United States of America,English,1963,0.0,,"18, 9648, 80",1545
0,61892,en,1.183226,1963-11-13,0.0,105.0,Sunday in New York,5.3,10.0,,"Romance, Comedy","Seven Arts Productions, Metro-Goldwyn-Mayer (MGM)",United States of America,English,1963,0.0,,"10749, 35","516, 8411"
0,25253,fr,4.690267,1963-11-27,0.0,105.0,Crooks in Clover,7.8,96.0,,"Action, Comedy, Crime","Gaumont, Corona Filmproduktion, Ultra Film - Sicila Cinematografica","France, Germany, Italy","English, Français, Deutsch",1963,0.0,,"28, 35, 80","9, 1795, 8485"
0,37684,en,1.473239,1964-11-26,0.0,115.0,36 Hours,6.9,19.0,,"Drama, Thriller","Cherokee Productions, Metro-Goldwyn-Mayer (MGM), Perlberg-Seaton Productions",United States of America,English,1964,0.0,,"18, 53","2418, 8411, 60981"
0,15421,en,3.651821,1964-03-11,0.0,148.0,Becket,7.2,45.0,,"Drama, History","Paramount Pictures, Paramount Film Service, Keep Films","United Kingdom, United States of America","English, Latin, Cymraeg",1964,0.0,,"18, 36","4, 3861, 3862"
0,166607,en,0.986266,1964-08-14,0.0,118.0,Behold a Pale Horse,5.0,4.0,,"Drama, War",Columbia Pictures Corporation,United States of America,English,1964,0.0,,"18, 10752",441
0,37315,en,0.402307,1964-04-05,0.0,102.0,The Best Man,6.6,7.0,,"Comedy, Drama",United Artists,United States of America,English,1964,0.0,,"35, 18",60
0,10299,en,3.705312,1964-12-15,0.0,133.0,"Hush... Hush, Sweet Charlotte",7.0,54.0,,"Crime, Drama, Horror, Mystery, Thriller","Twentieth Century Fox Film Corporation, The Associates & Aldrich Company",United States of America,English,1964,0.0,,"80, 18, 27, 9648, 53","306, 2595"
0,24229,en,4.202642,1964-07-07,0.0,93.0,The Killers,6.5,40.0,,"Crime, Drama, Mystery",Revue Studios,United States of America,English,1964,0.0,,"80, 18, 9648",10044
0,26031,en,2.883014,1964-10-29,0.0,93.0,The Naked Kiss,6.7,41.0,,"Crime, Drama","Leon Fromkess-Sam Firks Productions, The Criterion Collection",United States of America,English,1964,0.0,,"80, 18","4539, 10932"
0,3763,ja,3.614257,1964-11-21,0.0,103.0,Onibaba,7.6,73.0,,Horror,Kindai Eiga Kyokai,Japan,日本語,1964,0.0,,27,1516
0,17696,en,3.773241,1964-06-24,0.0,123.0,Robin and the 7 Hoods,6.2,23.0,,"Music, Comedy, Crime",Warner Bros.,United States of America,English,1964,0.0,,"10402, 35, 80",6194
1200000,7348,en,2.003358,1964-06-01,0.0,110.0,Robinson Crusoe on Mars,6.5,44.0,,"Drama, Science Fiction","Paramount Pictures, Aubrey Schenck Productions",United States of America,English,1964,0.0,,"18, 878","4, 1347"
65000,28504,en,3.285286,1967-12-24,0.0,81.0,Spider Baby,7.1,41.0,,"Comedy, Horror",Lasky-Monka,United States of America,English,1967,0.0,,"35, 27",15094
0,151138,en,2.429589,1964-01-01,0.0,100.0,The Visit,6.6,8.0,,"Drama, Romance","Twentieth Century Fox Film Corporation, Cinecittà, Les Films du Siècle, Dear Film Produzione, Deutsche Fox AG (Defa), Productions et Éditions Cinématographique Français","France, Germany, Italy, United States of America","English, Français",1964,0.0,,"18, 10749","306, 1042, 1603, 11929, 12300, 37984"
20000000,23574,en,1.706828,1964-05-12,0.0,111.0,What a Way to Go!,7.2,16.0,,"Comedy, Romance","APJAC Productions, Orchard Productions",United States of America,"English, Français",1964,0.0,,"35, 10749","12943, 14840"
0,17091,sv,0.923569,1965-12-26,0.0,101.0,Docking the Boat,6.0,8.0,,Comedy,"Svensk Filmindustri (SF), Svenska Ord",Sweden,svenska,1965,0.0,,35,"6181, 78546"
800000,17295,it,11.322173,1966-09-08,921548.0,121.0,The Battle of Algiers,7.8,167.0,,"Drama, War, History","Igor Film, Casbah Film","Italy, Algeria","العربية, English, Français, Italiano",1966,1.151935,,"18, 10752, 36","3280, 10207"
0,13187,en,5.23652,1965-12-09,0.0,25.0,A Charlie Brown Christmas,7.5,156.0,,"Animation, Family, Comedy, TV Movie",Warner Bros. Home Video,United States of America,"English, Español",1965,0.0,,"16, 10751, 35, 10770",5173
